ID,SumFormula,CellVolume,FormulaUnitsPerCell,FormulaWeight,Temperature,Pressure,Density,Year,NumElements,NumVanadium
72755,Fe9.74 N0.44 V1.74 Y1,349.16,2,727.6827,293.0,0.101325,6.92,1992,4,1.74
97400,H5 N1 O7 Se2 V1,329.45,2,339.9,153.0,0.101325,3.43,2003,5,1.0
246929,N0.27 O4.61 V3,356.75,4,230.3573,293.0,0.101325,4.29,2009,3,3.0
406667,Ba1 Cu4 O17 P4 V1,654.35,2,838.3430000000001,293.0,0.101325,4.25,1997,5,1.0
169871,Se1 V1,70.11,2,129.9,294.0,0.101325,6.15,2010,2,1.0
407013,F4 Na1 V1,310.14,4,149.93,293.0,0.101325,3.21,1997,3,1.0
407014,F7 Mn1 Na2 V1,879.58,6,284.86,293.0,0.101325,3.23,1997,4,1.0
52416,Sc1 Si3 V4,224.74,2,332.978,293.0,0.101325,4.92,1983,3,4.0
407015,F7 Na2 Ni1 V1,557.82,4,288.63,293.0,0.101325,3.44,1997,4,1.0
407016,Cu1 F7 Na2 V1,565.06,4,293.47,293.0,0.101325,3.45,1997,4,1.0
196925,Ga0.56 Sb0.44 V2.93,117.07,2,241.8674,293.0,0.101325,6.86,1978,3,2.93
197,O13 V7,397.03,2,564.567,293.0,0.101325,4.72,1976,2,7.0
199,O2 V1,274.03,8,82.93799999999999,293.0,0.101325,4.02,1976,2,1.0
193801,F1.46 Na3 O9.54 P2 V2,867.92,4,413.1605,293.0,0.101325,3.16,2013,5,2.0
193802,F3 Na2.26 O8 P2 V2,855.65,4,400.7694,293.0,0.101325,3.11,2013,5,2.0
97443,Mo0.04 O3 V1.96,201.1,4,151.67700000000002,10.0,0.101325,5.01,2003,3,1.96
97442,O3 V2,200.71,4,149.877,10.0,0.101325,4.96,2003,2,2.0
97445,Mo0.1 O3 V1.9,201.14,4,154.377,10.0,0.101325,5.1,2003,3,1.9
97444,Mo0.06 O3 V1.94,200.95,4,152.577,10.0,0.101325,5.04,2003,3,1.94
97447,Mo0.2 O3 V1.8,298.53,6,158.877,10.0,0.101325,5.3,2003,3,1.8
36214,Cl3 O1 V1,509.0,4,173.28900000000002,133.0,0.101325,2.26,1983,3,1.0
97446,Mo0.1 O3 V1.9,297.5,6,154.377,10.0,0.101325,5.17,2003,3,1.9
97448,Mo0.4 O3 V1.6,299.99,6,167.877,10.0,0.101325,5.58,2003,3,1.6
246964,Ga0.08 Ge0.92 S8 V4,900.17,4,532.6324,298.0,0.101325,3.93,2009,4,4.0
36244,Cr1 O4 V1,273.16,4,166.93599999999998,293.0,0.101325,4.06,1943,3,1.0
284,Mg1 O3 V1,278.13,4,123.24700000000001,293.0,0.101325,2.94,1976,3,1.0
246953,O3 V1 Y1,223.46,4,187.842,126.0,0.101325,5.58,1994,3,1.0
246954,O3 V1 Y1,222.7,4,187.842,56.0,0.101325,5.6,1994,3,1.0
624241,Co3 Mo0.25 V0.75,409.2,9,238.98,293.0,0.101325,8.73,1967,3,0.75
52463,Si5 Ta2 V4,605.58,4,706.09,293.0,0.101325,7.74,1977,3,4.0
52462,Si0.6 Sn0.4 V3,112.12,2,217.1476,293.0,0.101325,6.43,1972,3,3.0
52464,Si1 Ta0.4 V2.6,107.85,2,232.91,293.0,0.101325,7.17,1977,3,2.6
52467,Si1 Ti0.6 V2.4,107.99,2,179.082,293.0,0.101325,5.51,1965,3,2.4
52466,Si1 Ti0.52 V2.48,107.92,2,179.3252,293.0,0.101325,5.52,1977,3,2.48
304,H4 F1 N1 O6 V3,279.92,2,285.853,293.0,0.101325,3.39,1976,5,3.0
72846,Cu1 Li1 O4 V1,286.68,4,185.425,293.0,0.101325,4.3,1992,4,1.0
72847,Cu1 Li0.9 O4 V1,286.93,4,184.7311,293.0,0.101325,4.28,1992,4,1.0
72848,Cu1 Li0.9 O4 V1,287.34,4,184.7311,293.0,0.101325,4.27,1992,4,1.0
246967,Ga0.39 Ge0.61 S8 V4,900.88,4,531.7427,298.0,0.101325,3.92,2009,4,4.0
307,O9 P2 Si1 V1,624.86,4,284.957,293.0,0.101325,3.03,1976,4,1.0
72849,Cu1 Li0.8 O4 V1,287.04,4,184.0372,293.0,0.101325,4.26,1992,4,1.0
52472,Si1 V3,105.64,2,180.90599999999998,293.0,0.101325,5.69,1983,2,3.0
246968,Ga0.66 Ge0.34 S8 V4,901.31,4,530.9678,298.0,0.101325,3.91,2009,4,4.0
72850,Cu1 Li0.8 O4 V1,287.9,4,184.0372,293.0,0.101325,4.25,1992,4,1.0
52475,Si1 V2.8 Zr0.2,106.5,2,188.96200000000002,293.0,0.101325,5.89,1965,3,2.8
246965,Ga0.18 Ge0.82 S8 V4,900.21,4,532.3454,298.0,0.101325,3.93,2009,4,4.0
52474,Si1 V2.4 W0.6,107.31,2,260.652,293.0,0.101325,8.07,1977,3,2.4
246966,Ga0.31 Ge0.69 S8 V4,900.42,4,531.9723,200.0,0.101325,3.92,2009,4,4.0
36298,Cu3 S4 V1,155.63,1,369.846,293.0,0.101325,3.95,1936,3,1.0
72862,H3 Ni0.5 O6.5 P1 V1,941.15,8,218.2825,293.0,0.101325,3.08,1992,5,1.0
193834,B2 V1,23.8,1,72.562,293.0,0.101325,5.06,2014,2,1.0
361,C2 H8 F1 N2 O6 V1,772.05,4,226.03400000000002,293.0,0.101325,1.94,1976,6,1.0
52509,Te1 V1,84.26,2,178.54,293.0,0.101325,7.04,1970,2,1.0
363,H4 I1 O7 V1,564.82,4,293.865,293.0,0.101325,3.46,1976,4,1.0
52510,Te4 V3,312.09,2,663.22,293.0,0.101325,7.06,1989,2,3.0
607921,Al1 Gd3 S7 V1,492.84,2,774.118,293.0,0.101325,5.22,1970,4,1.0
169976,Ag3 F4 O2 V1,269.17,2,482.548,98.0,0.101325,5.95,2010,4,1.0
240862,Ge0.74 O2 V0.21,55.51,2,96.412,295.0,0.101325,5.77,2007,3,0.21
52537,V1,27.81,2,50.94,298.0,0.101325,6.08,1969,1,1.0
400,La1 O4 V1,333.76,4,253.84599999999998,293.0,0.101325,5.05,1976,3,1.0
36382,F1 K2 O5 V1,546.17,4,228.135,293.0,0.101325,2.77,1984,4,1.0
624335,Co3 Nb0.5 V0.5,426.21,9,248.715,293.0,0.101325,8.72,1967,3,0.5
421,C4 H12 F1 Na3 O15 V1,780.1,2,439.035,293.0,0.101325,1.87,1976,6,1.0
657130,Fe10 Nd1 V2,350.04,2,804.62,293.0,0.101325,7.63,1992,3,2.0
657131,Fe10 Sm1 V2,347.79,2,810.73,293.0,0.101325,7.74,1992,3,2.0
657129,Fe10 V2 Y1,344.15,2,749.285,293.0,0.101325,7.23,1992,3,2.0
657134,Er1 Fe10 V2,341.93,2,827.64,293.0,0.101325,8.04,1992,3,2.0
657135,Fe10 N1 V2 Y1,354.42,2,763.2919999999999,293.0,0.101325,7.15,1992,4,2.0
657132,Fe10 Gd1 V2,343.69,2,817.63,293.0,0.101325,7.9,1992,3,2.0
657133,Dy1 Fe10 V2,342.45,2,822.88,293.0,0.101325,7.98,1992,3,2.0
657138,Fe10 Gd1 N1 V2,344.68,2,831.637,293.0,0.101325,8.01,1992,4,2.0
250126,Mn2 O7 P1.09 V0.91,242.65,2,301.9857,293.0,0.101325,4.13,2000,4,0.91
657139,Dy1 Fe10 N1 V2,352.54,2,836.887,293.0,0.101325,7.88,1992,4,2.0
657136,Fe10 N1 Nd1 V2,358.41,2,818.627,293.0,0.101325,7.59,1992,4,2.0
657137,Fe10 N1 Sm1 V2,356.38,2,824.737,293.0,0.101325,7.69,1992,4,2.0
100875,H1 O4 Ti1 V1,262.25,4,163.84400000000002,293.0,0.101325,4.15,1981,4,1.0
657140,Er1 Fe10 N1 V2,350.61,2,841.6469999999999,293.0,0.101325,7.97,1992,4,2.0
240924,Mg2 Na1 O10 V3,402.63,2,384.42,293.0,0.101325,3.17,2008,4,3.0
71697,Ga1 Mg1.68 O11 V3 Zn0.32,410.57,2,460.2882,293.0,0.101325,3.72,1992,5,3.0
608023,Al0.3 Ge0.7 V3,110.18,2,211.727,293.0,0.101325,6.38,1972,3,3.0
628,O9 P2 Si1 V1,620.22,4,284.957,293.0,0.101325,3.05,1976,4,1.0
608025,Al0.1 Ge0.9 V3,109.63,2,220.84900000000002,293.0,0.101325,6.69,1969,3,3.0
608026,Al0.3 Ge0.7 V3,110.45,2,211.727,293.0,0.101325,6.37,1970,3,3.0
21757,Fe1 O4 V1,114.25,2,170.78599999999997,298.0,12300.0,4.96,2018,3,1.0
21758,Fe1 O4 V1,270.77,4,170.78599999999997,298.0,5200.0,4.19,2018,3,1.0
200704,H7 Cu1 O10 U1 V1,841.45,4,519.566,293.0,0.101325,4.1,1980,5,1.0
657207,Fe10 N1 Nd1 V2,356.93,2,818.627,293.0,0.101325,7.62,1992,4,2.0
21756,Fe1 O4 V1,465.76,6,170.78599999999997,298.0,0.101325,3.65,2018,3,1.0
52657,Al0.2 Si0.8 V3,106.23,2,180.6848,293.0,0.101325,5.65,1977,3,3.0
428131,H2 Ba1 O11 Se2 V2,988.28,4,575.145,150.0,0.101325,3.87,2014,5,2.0
657208,Fe10 Nd1 V2,347.93,2,804.62,293.0,0.101325,7.68,1992,3,2.0
71760,Na1 O8 S2 V1,295.11,2,266.05,293.0,0.101325,2.99,1991,4,1.0
71785,Cr0.6667 O4 Sb0.6667 V0.6667,63.13,1,213.7968,293.0,0.101325,5.62,1991,4,0.6667
847,Cs0.35 O7 V3,304.75,2,311.3315,293.0,0.101325,3.39,1977,3,3.0
848,Cs0.3 O5 V2,644.86,6,221.748,293.0,0.101325,3.43,1977,3,2.0
849,Cs2 O13 V5,707.68,2,728.507,293.0,0.101325,3.42,1977,3,5.0
202425,Ce1 O4 V1,350.88,4,255.05599999999998,293.0,0.101325,4.83,1987,3,1.0
850,Cs1 O5 V2,540.84,4,314.785,293.0,0.101325,3.87,1977,3,2.0
52692,Ba1 S3 V1,434.25,4,284.472,5.0,0.101325,4.35,1986,3,1.0
156790,H1 Al1.16 Ca0.59 Ce0.39 Fe0.33 La0.15 Mg0.03 Mn0.98 Nd0.1 O13 Si3 Sm0.02 Sr0.11 Ti0.01 V1.11,468.5,2,580.7729,293.0,0.101325,4.12,2006,15,1.11
193944,H6 Ca1 O19 V6,709.0,2,655.7489999999999,293.0,0.101325,3.07,2014,4,6.0
202164,H1 As1 Fe1 O14 Ti3 V3,486.51,2,652.284,293.0,0.101325,4.45,1987,6,3.0
913,Al8 V5,787.35,4,470.54,293.0,0.101325,3.97,1977,2,5.0
241145,O21 Rb2 Si8 V2,988.64,2,833.487,301.0,0.101325,2.8,2008,4,2.0
202163,H1 As0.94 Ba0.35 Fe2.3 O14 Ti2.41 V2.3,492.11,2,704.5438,293.0,0.101325,4.75,1987,7,2.3
71868,O11 Sr1 V6,377.32,2,569.249,293.0,0.101325,5.01,1992,3,6.0
71869,Na1 O11 V6,370.12,2,504.619,293.0,0.101325,4.53,1992,3,6.0
624542,Co2.6 Ni0.4 V1,269.37,6,227.642,293.0,0.101325,8.42,1969,3,1.0
624540,Co2 Ni1 V1,401.57,9,227.51,293.0,0.101325,8.47,1966,3,1.0
624544,Co0.9 Ni2.1 V1,90.17,2,227.268,293.0,0.101325,8.37,1969,3,1.0
241184,O7 Sr1 V3,294.6,2,352.43300000000005,175.0,0.101325,3.97,2007,3,3.0
241185,O7 Sr1 V3,294.35,2,352.43300000000005,150.0,0.101325,3.98,2007,3,3.0
241186,O7 Sr1 V3,293.98,2,352.43300000000005,125.0,0.101325,3.98,2007,3,3.0
241187,O7 Sr1 V3,294.31,2,352.43300000000005,100.0,0.101325,3.98,2007,3,3.0
241180,O7 Sr1 V3,295.75,2,352.43300000000005,250.0,0.101325,3.96,2007,3,3.0
241181,O7 Sr1 V3,295.38,2,352.43300000000005,225.0,0.101325,3.96,2007,3,3.0
241182,O7 Sr1 V3,295.0,2,352.43300000000005,200.0,0.101325,3.97,2007,3,3.0
241183,O7 Sr1 V3,294.85,2,352.43300000000005,187.0,0.101325,3.97,2007,3,3.0
241176,O7 Sr1 V3,296.66,2,352.43300000000005,315.0,0.101325,3.95,2007,3,3.0
241177,O7 Sr1 V3,296.42,2,352.43300000000005,298.0,0.101325,3.95,2007,3,3.0
241178,O7 Sr1 V3,296.11,2,352.43300000000005,275.0,0.101325,3.95,2007,3,3.0
241179,O7 Sr1 V3,295.91,2,352.43300000000005,262.0,0.101325,3.96,2007,3,3.0
241200,Ca1 O7 V3,571.67,4,304.893,175.0,0.101325,3.54,2007,3,3.0
986,As2.74 V5,435.79,4,459.9808,293.0,0.101325,7.01,1977,2,5.0
241201,Ca1 O7 V3,571.31,4,304.893,162.0,0.101325,3.54,2007,3,3.0
241202,Ca1 O7 V3,571.32,4,304.893,150.0,0.101325,3.54,2007,3,3.0
241203,Ca1 O7 V3,571.08,4,304.893,137.0,0.101325,3.55,2007,3,3.0
241196,Ca1 O7 V3,572.18,4,304.893,212.0,0.101325,3.54,2007,3,3.0
241197,Ca1 O7 V3,572.04,4,304.893,206.0,0.101325,3.54,2007,3,3.0
241198,Ca1 O7 V3,571.87,4,304.893,200.0,0.101325,3.54,2007,3,3.0
241199,Ca1 O7 V3,571.63,4,304.893,187.0,0.101325,3.54,2007,3,3.0
241192,Ca1 O7 V3,572.55,4,304.893,250.0,0.101325,3.54,2007,3,3.0
241193,Ca1 O7 V3,572.5,4,304.893,237.0,0.101325,3.54,2007,3,3.0
241194,Ca1 O7 V3,572.19,4,304.893,225.0,0.101325,3.54,2007,3,3.0
999,As2 V3,295.58,4,302.66,293.0,0.101325,6.8,1977,2,3.0
241195,Ca1 O7 V3,572.22,4,304.893,219.0,0.101325,3.54,2007,3,3.0
241188,Ca1 O7 V3,572.64,4,304.893,297.0,0.101325,3.54,2007,3,3.0
241189,Ca1 O7 V3,573.11,4,304.893,287.0,0.101325,3.53,2007,3,3.0
241190,Ca1 O7 V3,572.89,4,304.893,275.0,0.101325,3.53,2007,3,3.0
253435,Fe1 S8 V4,421.42,2,516.122,293.0,0.101325,4.07,2016,3,4.0
241191,Ca1 O7 V3,572.81,4,304.893,262.0,0.101325,3.54,2007,3,3.0
203130,O5 Sb2 V1,472.77,4,374.435,293.0,0.101325,5.26,1989,3,1.0
241204,Ca1 O7 V3,570.74,4,304.893,125.0,0.101325,3.55,2007,3,3.0
97693,Ag3 As0.3 Hg1 O4 V0.7,277.52,2,646.33,293.0,0.101325,7.73,2003,5,0.7
241205,Ca1 O7 V3,570.95,4,304.893,112.0,0.101325,3.55,2007,3,3.0
241206,Ca1 O7 V3,570.97,4,304.893,100.0,0.101325,3.55,2007,3,3.0
196975,Pt1 V3,111.63,2,347.91,293.0,0.101325,10.35,1956,2,3.0
406172,O8 V4 Yb1,276.8,2,504.792,293.0,0.101325,6.06,1997,3,4.0
194074,Bi0.9 Ce0.1 O4 V1,309.21,4,317.03,293.0,0.101325,6.81,2014,4,1.0
194075,Bi0.65 Ce0.35 O4 V1,347.31,4,299.815,293.0,0.101325,5.73,2014,4,1.0
624659,Co1 P1 V1,142.74,4,140.84,293.0,0.101325,6.55,1979,3,1.0
194073,Bi0.9 Ce0.1 O4 V1,309.04,4,317.03,293.0,0.101325,6.81,2014,4,1.0
38054,H0.3 O2 V1,59.85,2,83.2404,293.0,0.101325,4.62,1983,3,1.0
292077,Pd0.977 V0.023,58.81,4,105.1244,293.0,0.101325,11.87,1962,2,0.023
38069,F2 V1,74.63,2,88.94,293.0,0.101325,3.96,1983,2,1.0
194086,O8 Se2 V1 Y1,618.63,4,425.75699999999995,298.0,0.101325,4.57,2014,4,1.0
1134,C6 H1.5 K4.5 N7 O2 V1,747.17,2,430.515,293.0,0.101325,1.91,1977,6,1.0
97784,O3 V1 Yb1,218.38,4,271.97700000000003,2.0,0.101325,8.27,2003,3,1.0
97783,O3 V1 Yb1,219.72,4,271.97700000000003,293.0,0.101325,8.22,2003,3,1.0
97785,C2 H15 N2 O17 P4 V2,677.74,2,564.899,293.0,0.101325,2.77,2003,6,2.0
156978,D1.88 Mn0.07 Ti0.33 V0.6,81.35,4,54.0069,293.0,0.101325,4.41,2007,4,0.6
38121,H4 N1 O3 V1,340.2,4,116.976,293.0,0.101325,2.28,1954,4,1.0
52910,Ce0.009 Si1 V2.991,105.76,2,181.7086,293.0,0.101325,5.71,1965,3,2.991
156979,D1.28 Mn0.07 Ti0.33 V0.6,81.18,4,52.7973,293.0,0.101325,4.32,2007,4,0.6
156980,D0.837 Mn0.07 Ti0.33 V0.6,32.77,2,51.9042,293.0,0.101325,5.26,2007,4,0.6
180344,Mo0.5 O3 Sr1 V0.5,61.84,1,209.05700000000002,1173.0,0.101325,5.61,2011,4,0.5
608323,Al1 La3 S7 V1,538.48,2,719.0980000000001,293.0,0.101325,4.44,1970,4,1.0
180342,Mo0.5 O3 Sr1 V0.5,60.4,1,209.05700000000002,573.0,0.101325,5.75,2011,4,0.5
180343,Mo0.5 O3 Sr1 V0.5,60.81,1,209.05700000000002,873.0,0.101325,5.71,2011,4,0.5
180341,Mo0.5 O3 Sr1 V0.5,59.99,1,209.05700000000002,293.0,0.101325,5.79,2011,4,0.5
1210,Cr0.9375 N1 V0.0625,35.33,2,65.9408,5.0,0.101325,6.2,1977,3,0.0625
1211,Cr0.875 N1 V0.125,35.29,2,65.8745,5.0,0.101325,6.2,1977,3,0.125
72118,Ca3 N3 V1,449.11,4,213.201,298.0,0.101325,3.15,1992,3,1.0
202529,Cu1 Fe2 Na1 O12 V3,473.1,2,543.048,293.0,0.101325,3.81,1988,5,3.0
420548,Cl1 O3 Pb1 V1,382.32,4,341.577,298.0,0.101325,5.93,2009,4,1.0
657516,Ga1.8 Mn1 S4 V0.2,433.45,3,318.88,293.0,0.101325,3.66,1992,4,0.2
72131,Nb0.226 O5 Ta0.774 V1,456.95,4,291.988,293.0,0.101325,4.24,1992,4,1.0
238111,K0.25 O5 V2,544.52,6,191.65,293.0,0.101325,3.51,2014,3,2.0
72132,Nb0.42 O5 Ta0.58 V1,457.12,4,274.9082,293.0,0.101325,3.99,1992,4,1.0
72133,Nb0.8 O5 Ta0.18 V1,457.1,4,237.834,293.0,0.101325,3.46,1992,4,1.0
238110,K1 O8 V3,316.52,2,319.91200000000003,293.0,0.101325,3.36,2014,3,3.0
38237,Cl3 V1,542.77,6,157.29,293.0,0.101325,2.89,1947,2,1.0
194137,La1 Mn3 O12 V4,419.01,2,699.4780000000001,293.0,0.101325,5.54,2014,4,4.0
641151,Ir1 V3,109.56,2,346.02,293.0,0.101325,10.49,1956,2,3.0
72144,Ba1 O10 P2 V2,780.59,4,461.15,294.0,0.101325,3.92,1992,4,2.0
641154,Ir3 V1,55.31,1,630.54,293.0,0.101325,18.93,1967,2,1.0
641152,Ir1.04 V0.96,27.59,1,249.8304,293.0,0.101325,15.04,1965,2,0.96
641163,Ir1 V3,109.63,2,346.02,293.0,0.101325,10.48,1963,2,3.0
641161,Ir2.66 V5.32,110.18,1,784.9128,293.0,0.101325,11.83,1961,2,5.32
194140,Mn0.75 O3 V1 Y0.25,205.61,4,162.3683,293.0,0.101325,5.25,2014,4,1.0
194141,Lu0.25 Mn0.75 O3 V1,203.69,4,183.8845,293.0,0.101325,6.0,2014,4,1.0
72175,Bi1 Mg2 O6 V1,527.58,4,404.534,296.0,0.101325,5.09,1992,4,1.0
194138,Mn3 Nd1 O12 V4,415.09,2,704.808,293.0,0.101325,5.64,2014,4,4.0
194139,Gd1 Mn3 O12 V4,411.88,2,717.818,293.0,0.101325,5.79,2014,4,4.0
421942,Gd1 O8 Se2 V1,637.41,4,494.102,293.0,0.101325,5.15,2010,4,1.0
260010,Cu1 O12 P2 Rb2 V2,535.06,2,590.298,100.0,0.101325,3.66,2008,5,2.0
406137,O8 V4 Yb1,276.8,2,504.792,293.0,0.101325,6.06,1997,3,4.0
421941,Eu1 O8 Se2 V1,645.0,4,488.81199999999995,293.0,0.101325,5.03,2010,4,1.0
70017,Cu0.828 O5 V2,361.35,4,234.4944,292.0,0.101325,4.31,1993,3,2.0
406860,Ba1 Ca0.6 Mn0.4 O7 V2,647.69,4,397.23699999999997,293.0,0.101325,4.07,1997,5,2.0
241949,Mg1.67 O4 Si0.97 V0.15,538.94,8,139.4781,296.0,0.101325,3.44,2016,4,0.15
38315,P4 V1,317.69,4,174.82,293.0,0.101325,3.66,1984,2,1.0
421944,O8 Se2 Tb1 V1,630.52,4,495.772,293.0,0.101325,5.22,2010,4,1.0
72920,S4 V3,237.85,2,281.07599999999996,295.0,0.101325,3.92,1993,2,3.0
72921,S4 V3,236.68,2,281.07599999999996,170.0,0.101325,3.94,1993,2,3.0
72922,S4 V3,236.39,2,281.07599999999996,100.0,0.101325,3.95,1993,2,3.0
240154,Co9.8 Sm1 V2.2,330.4,2,839.932,293.0,0.101325,8.44,2003,3,2.2
240156,Li11 Sn3.4 V3.6,328.28,1,663.2589999999999,293.0,0.101325,3.35,2003,3,3.6
240155,Li1 Sn1 V1.88,239.82,4,221.3962,293.0,0.101325,6.13,2003,3,1.88
407899,H4 N1 O8 V3,328.44,2,298.851,295.0,0.101325,3.02,1998,4,3.0
408052,Ag2 Mn1 O8 Sr1 V2,753.29,4,588.172,293.0,0.101325,5.19,1998,5,2.0
72977,K2 O6 P1 V1,648.06,4,256.10400000000004,296.0,0.101325,2.62,1993,4,1.0
72978,Na2 O6 P1 V1,542.89,4,223.88400000000001,296.0,0.101325,2.74,1993,4,1.0
1414,Cu3 S4 V1,156.85,1,369.846,293.0,0.101325,3.92,1977,3,1.0
38390,O4 Rh1 V1,60.24,1,216.0105,293.0,0.101325,5.95,1951,3,1.0
38391,O4 Sb1 V1,64.19,1,236.68599999999998,293.0,0.101325,6.12,1951,3,1.0
38392,O4 Ti1 V1,61.88,1,162.836,293.0,0.101325,4.37,1951,3,1.0
408193,Ag2 Ba1 Mn1 O8 V2,195.3,1,637.8919999999999,293.0,0.101325,5.42,1998,5,2.0
408216,Ca3 Mn1 Na1 O17 V5,730.39,2,724.8530000000001,293.0,0.101325,3.3,1998,5,5.0
408337,Ca1 Cu1 O9 P2 V1,644.45,4,360.501,293.0,0.101325,3.72,1998,5,1.0
408338,Ca1 Cu1.13 O8.88 P2 V0.88,643.11,4,360.7298,293.0,0.101325,3.73,1998,5,0.88
624884,Co1 S4 V2,209.39,2,289.066,293.0,0.101325,4.58,1965,3,2.0
1451,C6 H4 K3 N7 Na1 O3 V1,739.7,2,413.374,293.0,0.101325,1.86,1978,7,1.0
157164,Bi1.64 O4.9 Pb0.18 V0.91,238.02,2,504.7719,293.0,0.101325,7.04,2004,4,0.91
157162,Bi1.86 O5.02 Sb0.09 V0.84,238.61,2,522.7649,293.0,0.101325,7.28,2004,4,0.84
409957,H1 B1 K1 O9 P2 V1,341.68,2,307.79,295.0,0.101325,2.99,2008,6,1.0
1463,O3 Ti1.99 V0.01,313.6,6,143.8274,293.0,0.101325,4.57,1977,3,0.01
157163,Bi1.85 In0.09 O5 V0.84,239.09,2,519.7314,293.0,0.101325,7.22,2004,4,0.84
1464,O3 Ti1.98 V0.02,313.54,6,143.8578,293.0,0.101325,4.57,1977,3,0.02
157160,Bi1.84 O4.93 V0.83 Zn0.09,237.36,2,511.5618,293.0,0.101325,7.16,2004,4,0.83
1465,O3 Ti1.96 V0.04,313.34,6,143.9186,293.0,0.101325,4.58,1977,3,0.04
157161,Bi1.85 O4.88 Sc0.09 V0.82,238.63,2,510.5053,293.0,0.101325,7.11,2004,4,0.82
1466,O3 Ti1.92 V0.08,312.46,6,144.0402,293.0,0.101325,4.59,1977,3,0.08
1467,O3 Ti1.86 V0.14,312.22,6,144.2226,293.0,0.101325,4.6,1977,3,0.14
157159,Bi1.77 O4.87 V0.88,238.75,2,492.6369,293.0,0.101325,6.85,2004,3,0.88
1468,O3 Ti1.8 V0.2,311.81,6,144.405,293.0,0.101325,4.61,1977,3,0.2
1469,O3 Ti1.4 V0.6,308.64,6,145.621,293.0,0.101325,4.7,1977,3,0.6
1470,O3 Ti1 V1,305.07,6,146.83700000000002,293.0,0.101325,4.8,1977,3,1.0
77173,C1 N1 Nb1 V1,79.95,2,169.868,293.0,0.101325,7.06,1972,4,1.0
281581,Li1 Mn1 O4 V1,320.61,4,176.815,297.0,0.101325,3.66,2003,4,1.0
180513,Bi2 O9 Sr1 V2,771.02,4,751.451,293.0,0.101325,6.47,2010,4,2.0
1486,K1 O3 V1,317.34,4,138.037,293.0,0.101325,2.89,1977,3,1.0
1487,H4 N1 O3 V1,337.31,4,116.976,293.0,0.101325,2.3,1977,4,1.0
1488,O3 Rb1 V1,343.51,4,184.407,293.0,0.101325,3.57,1977,3,1.0
1489,Cs1 O3 V1,382.22,4,231.847,293.0,0.101325,4.03,1977,3,1.0
157185,Mg1.316 O4 V1.684,596.31,8,181.7709,293.0,0.101325,4.05,2007,3,1.6840000000000002
