ID,SumFormula,CellVolume,FormulaUnitsPerCell,FormulaWeight,Temperature,Pressure,Density,Year,NumElements,NumRhodium
99752,La1 Mn0.9 O3 Rh0.1,245.30,4,246.4605,773.00,0.101325,6.67,2004,4,0.1
99751,La1 Mn0.9 O3 Rh0.1,244.51,4,246.4605,673.00,0.101325,6.70,2004,4,0.1
99754,La1 Mn0.9 O3 Rh0.1,122.55,2,246.4605,973.00,0.101325,6.68,2004,4,0.1
99753,La1 Mn0.9 O3 Rh0.1,246.07,4,246.4605,873.00,0.101325,6.65,2004,4,0.1
99755,La1 Mn0.9 O3 Rh0.1,123.39,2,246.4605,1073.00,0.101325,6.63,2004,4,0.1
337,Rh2 Y3,3174.13,28,468.8640,293.00,0.101325,6.87,1976,2,2.0
160052,Al1 Ce1 Rh1,479.23,8,268.1745,293.00,0.101325,7.43,2008,3,1.0
253967,O3 Rh1 Sr1,242.27,4,236.6915,295.00,0.101325,6.49,2017,3,1.0
193833,B1 Rh1,40.09,2,111.8855,293.00,0.101325,9.26,2014,2,1.0
90400,Ce5 Ge2 Rh1,880.26,4,946.8545,293.00,0.101325,7.14,2000,3,1.0
253966,O3 Rh1 Sr1,747.95,12,236.6915,295.00,0.101325,6.31,2017,3,1.0
50176,Gd1 O6 Rh1 Sr3,946.70,6,617.1785,293.00,0.101325,6.50,1997,4,1.0
238721,Al4 Ce1 Rh1 Si2,142.49,1,405.2865,20.00,0.101325,4.72,2015,4,1.0
8504,Ga1 Nb1 Rh1,90.29,2,263.7045,293.00,0.101325,9.70,2019,3,1.0
50185,Ca1 P2 Rh2,155.95,2,304.1690,293.00,0.101325,6.48,1997,3,2.0
50186,P2 Rh2 Sr1,181.55,2,351.7090,293.00,0.101325,6.43,1997,3,2.0
636582,Ge1 Hf1 Rh1,195.03,4,352.1545,293.00,0.101325,11.99,1987,3,1.0
50187,Eu1 P2 Rh2,159.77,2,416.0490,293.00,0.101325,8.65,1997,3,2.0
50188,Ba1 P2 Rh2,195.13,2,401.4290,293.00,0.101325,6.83,1997,3,2.0
636580,Ge2 Hf1 Rh1,773.84,12,424.7445,293.00,0.101325,10.94,1985,3,1.0
636581,Ge1 Hf1 Rh1,146.26,3,352.1545,293.00,0.101325,11.99,1987,3,1.0
230694,Ge3.9 Nb20.4 Rh5.7,497.56,1,2754.5897,293.00,0.101325,9.19,2018,3,5.7
90425,B0.21 Rh3 Sc1,60.88,1,350.4538,293.00,0.101325,9.56,2000,3,3.0
90426,B0.444 Rh3 Sc1,62.71,1,352.9836,293.00,0.101325,9.35,2000,3,3.0
90427,B0.706 Rh3 Sc1,64.92,1,355.8161,293.00,0.101325,9.10,2000,3,3.0
90434,Nb1 Rh1 Si1,173.81,4,222.0705,293.00,0.101325,8.49,2000,3,1.0
90435,Rh1 Si1 Ta1,174.08,4,310.1105,293.00,0.101325,11.83,2000,3,1.0
132490,Li0.21 O2 Rh0.803,112.32,3,114.6180,293.00,0.101325,5.08,2020,3,0.803
132489,Li1.162 O2 Rh0.828,111.39,3,123.7508,293.00,0.101325,5.53,2020,3,0.828
23463,O6 Rh2 U1,210.65,2,536.1730,293.00,0.101325,8.45,1972,3,2.0
187075,H22 N6 O14 Re3 Rh1,1875.95,4,989.8785,293.00,0.101325,3.50,2012,5,1.0
187073,H18 Cl3 N6 Rh1,3229.33,12,309.6105,293.00,0.101325,1.91,2012,4,1.0
187074,H24 Cl1 Mo1 N6 O7 Rh1,1374.19,4,452.6915,293.00,0.101325,2.19,2012,6,1.0
603838,B4 Gd0.7 Ho0.3 Rh4,210.29,2,607.0960,293.00,0.101325,9.59,1984,4,4.0
49737,B2 Ca1 Rh2,571.53,8,263.8510,293.00,0.101325,6.13,1978,3,2.0
68911,H24 Cs1 O20 Rh1 Se2,1968.16,4,736.0765,295.00,0.101325,2.48,1990,5,1.0
90446,La0.1 Rh8 Sb24,784.11,1,3744.4870,293.00,0.101325,7.93,2000,3,8.0
68941,Fe1 Rh2 Se4,255.85,2,573.8390,293.00,0.101325,7.45,1990,3,2.0
603847,Ge2 Rh2 U1,168.50,2,585.3590,293.00,0.101325,11.54,1986,3,2.0
603849,B2 Ho0.5 Rh3.5,75.41,1,457.8478,293.00,0.101325,10.08,1983,3,3.5
603851,B2 Nd1 Rh3,79.28,1,469.0855,293.00,0.101325,9.82,1983,3,3.0
420725,Bi2 Rh3 S2,544.97,4,785.3115,293.00,0.101325,9.57,2009,3,3.0
603853,B2 Nd0.5 Rh3.5,76.86,1,447.5028,293.00,0.101325,9.67,1983,3,3.5
420726,In2 Rh3 S2,368.43,3,596.9915,293.00,0.101325,8.07,2009,3,3.0
603852,B4 Er1 Rh1,240.99,4,311.5785,293.00,0.101325,8.59,1983,3,1.0
90456,Ce5 Rh0.453 Si2.547,855.13,4,817.9218,293.00,0.101325,6.35,2000,3,0.453
603855,B2 Gd0.5 Rh3.5,76.23,1,454.0078,293.00,0.101325,9.89,1983,3,3.5
420724,Rh3 S2 Tl2,384.52,3,776.0915,293.00,0.101325,10.05,2009,3,3.0
408900,Hf1 Rh1 Sn1,331.69,6,398.2545,293.00,0.101325,11.96,1999,3,1.0
603854,B2 Rh3.5 Sm0.5,76.42,1,450.5578,293.00,0.101325,9.79,1983,3,3.5
23486,Cu1 O4 Rh2,299.72,4,329.6950,293.00,0.101325,7.31,1969,3,2.0
90458,Ce5 Rh0.9 Si2.1,843.55,4,850.5477,293.00,0.101325,6.70,2000,3,0.9
603857,B2 Dy0.5 Rh3.5,75.60,1,456.6328,293.00,0.101325,10.03,1983,3,3.5
23487,Ni1 O4 Rh2,303.03,4,324.8550,293.00,0.101325,7.12,1969,3,2.0
603856,B4 Er0.3 Gd0.7 Rh4,210.29,2,607.7950,293.00,0.101325,9.60,1984,4,4.0
603859,B2 Er0.5 Rh3.5,75.06,1,459.0128,293.00,0.101325,10.15,1983,3,3.5
603861,B2 La0.5 Rh3.5,77.82,1,444.8378,293.00,0.101325,9.49,1983,3,3.5
190484,La3 Rh4 Sn13,924.24,2,2363.9980,300.00,0.101325,8.49,2013,3,4.0
603860,B2 Rh3.5 Y0.5,75.28,1,419.8353,293.00,0.101325,9.26,1983,3,3.5
190485,La3 Rh4 Sn13,924.01,2,2363.9980,85.00,0.101325,8.50,2013,3,4.0
190482,Ce3 Rh4 Sn13,882.53,2,2367.6280,300.00,0.101325,8.91,2013,3,4.0
190483,Ce3 Rh4 Sn13,875.67,2,2367.6280,85.00,0.101325,8.98,2013,3,4.0
603867,As0.8 P0.2 Rh2,179.50,4,268.2790,293.00,0.101325,9.93,1986,3,2.0
420636,Eu6 Rh30 Sb19,1013.27,1,6257.2450,293.00,0.101325,10.25,2009,3,30.0
420727,Pb2 Rh3 S2,388.34,3,781.7315,293.00,0.101325,10.03,2009,3,3.0
603875,P1 Rh2,166.57,4,233.1190,293.00,0.101325,9.30,1986,2,2.0
431244,H4 N10 O32 Rb4 Rh2,684.84,1,1200.0990,298.00,0.101325,2.91,2016,5,2.0
420728,Rh3 S2 Sn2,364.86,3,604.7315,293.00,0.101325,8.26,2009,3,3.0
603879,As1 Ni0.5 Rh1.5,164.29,4,255.8868,293.00,0.101325,10.35,1986,3,1.5
603878,As1 Rh2,170.07,4,277.0690,293.00,0.101325,10.82,1986,2,2.0
603880,La1 Rh2 Si2,173.97,2,397.2310,293.00,0.101325,7.58,1986,3,2.0
180019,Ca1 Ir0.5 O3 Rh0.5,224.47,4,235.2143,293.00,0.101325,6.96,2011,4,0.5
421255,Rh1 Sc3 Si3,478.12,4,320.2125,293.00,0.101325,4.45,2010,3,1.0
193888,As1 La1 Rh1,244.83,4,314.9045,293.00,0.101325,8.54,2014,3,1.0
197777,Rh1 Zr1,34.49,1,192.2945,293.00,0.101325,9.25,1988,2,1.0
423587,Bi1.41 Cu1 O11 Rh5,848.30,4,1039.5733,295.00,0.101325,8.14,2011,4,5.0
197778,Rh0.08 Zr0.92,43.24,2,92.0084,293.00,0.101325,7.06,1988,2,0.08
261944,B3 Co1 Rh6,226.74,2,697.8100,293.00,0.101325,10.22,2011,3,6.0
636662,Ge1 Ho1 Rh1,220.39,4,338.5945,293.00,0.101325,10.20,1982,3,1.0
193887,La1 P1 Rh1,261.54,4,270.9545,293.00,0.101325,6.88,2014,3,1.0
636663,Ge6 Ho4 Rh7,572.82,2,1802.7815,293.00,0.101325,10.45,1985,3,7.0
150542,Rh1 Th1,183.38,4,333.1045,293.00,0.101325,12.07,1962,2,1.0
636666,Ge8 Ho4 Rh1,259.44,1,1341.5145,293.00,0.101325,8.59,1990,3,1.0
249112,B1 In3 Rh3,115.05,1,658.4945,293.00,0.101325,9.50,2006,3,3.0
636664,Ge13 Ho3 Rh4,708.78,2,1842.7580,293.00,0.101325,8.63,1985,3,4.0
636665,Ge2 Ho1 Rh2,171.48,2,512.2590,293.00,0.101325,9.92,1985,3,2.0
174444,La18 Li8 Mn1 O39 Rh4,1823.53,2,3639.0910,293.00,0.101325,6.63,2010,5,4.0
150551,Li1 Rh1,26.49,1,108.0135,293.00,0.101325,6.77,1965,2,1.0
636668,Ge10 Ho5 Rh4,706.13,2,1954.8480,293.00,0.101325,9.19,1984,3,4.0
183583,Ca1 O3 Rh1,336.01,6,189.1515,293.00,0.101325,5.61,2012,3,1.0
249110,B1 Mg8 Rh4,1802.97,8,609.5890,293.00,0.101325,4.49,2006,3,4.0
174446,La18 Li8 O39 Rh4 Ru1,1832.96,2,3685.2210,293.00,0.101325,6.68,2010,5,4.0
657153,Dy1 Rh2 Si2,160.66,2,420.8210,293.00,0.101325,8.70,1992,3,2.0
180044,Bi2 Ho6 Rh1,243.71,1,1508.6145,293.00,0.101325,10.28,2011,3,1.0
174445,La18 Li8 O39 Rh4 Ti1,1825.29,2,3632.0510,293.00,0.101325,6.61,2010,5,4.0
71698,D0.94 Mg1 Rh1,132.37,4,127.2795,298.00,3.9,6.39,1992,3,1.0
71699,D0.86 Mg1 Rh1,132.03,4,127.1183,298.00,0.25,6.40,1992,3,1.0
648968,Pd2.01 Rh0.99 Ta1,591.89,10,494.8778,293.00,0.101325,13.88,1965,3,0.99
71700,D0.61 Mg1 Rh1,129.66,4,126.6143,298.00,0.101325,6.49,1992,3,1.0
160179,Rh1 Te2 Y6,1014.37,4,889.7045,295.00,0.101325,5.83,2007,3,1.0
433488,Al10 Ce1 Rh2,1735.34,8,612.0690,293.00,0.101325,4.69,2017,3,2.0
37031,B2 Nd0.71 Rh3.29,77.40,1,456.5675,293.00,0.101325,9.80,1983,3,3.29
657191,Rh2 Si2 U1,160.96,2,496.3510,293.00,0.101325,10.24,1992,3,2.0
657193,Rh1 Ru1 Si2 U1,162.50,2,496.3465,293.00,0.101325,10.14,1992,4,1.0
69059,H12.004 Cl2 O14.002 Rh0.667,275.60,1,374.4347,293.00,0.101325,2.26,1989,4,0.667
103092,Cu1 Rh2 Sn1,232.15,4,384.3890,293.00,0.101325,11.00,1976,3,2.0
410397,Rh1 Sn1 Zr1,336.96,6,310.9845,293.00,0.101325,9.20,1999,3,1.0
88197,Ce4 Ge9 Rh13,872.66,2,2527.7585,293.00,0.101325,9.62,1999,3,13.0
410403,In2 Rh1 Sr1,381.04,4,418.3345,293.00,0.101325,7.29,1999,3,1.0
183635,Rh2 U1 Zn20,2865.71,8,1747.5790,293.00,0.101325,8.10,2012,3,2.0
88198,Ge2 Ho2 Rh1,405.86,4,576.1145,293.00,0.101325,9.43,1999,3,1.0
172350,O3 Rh1 Sm1,236.21,4,299.4215,294.00,0.101325,8.42,2006,3,1.0
230114,Na1 O2 Rh1,128.79,3,156.0625,293.00,0.101325,6.03,2018,3,1.0
172349,Nd1 O3 Rh1,240.29,4,293.3115,294.00,0.101325,8.11,2006,3,1.0
172348,O3 Pr1 Rh1,242.64,4,289.9815,294.00,0.101325,7.94,2006,3,1.0
172347,La1 O3 Rh1,248.68,4,287.9815,294.00,0.101325,7.69,2006,3,1.0
172354,O3 Pr1 Rh1,242.64,4,289.9815,294.00,0.101325,7.94,2006,3,1.0
172353,La1 O3 Rh1,248.68,4,287.9815,294.00,0.101325,7.69,2006,3,1.0
172352,O3 Rh1 Tb1,230.17,4,307.9915,294.00,0.101325,8.89,2006,3,1.0
172351,Eu1 O3 Rh1,234.21,4,301.0315,294.00,0.101325,8.54,2006,3,1.0
172358,O3 Rh1 Tb1,230.17,4,307.9915,294.00,0.101325,8.89,2006,3,1.0
657239,Ce5 Rh3,465.16,4,1003.8235,293.00,0.101325,14.33,1992,2,3.0
172357,Eu1 O3 Rh1,234.21,4,301.0315,294.00,0.101325,8.54,2006,3,1.0
172356,O3 Rh1 Sm1,236.21,4,299.4215,294.00,0.101325,8.42,2006,3,1.0
415870,Ga21 Rh4,1680.81,4,1868.4180,295.15,0.101325,7.38,2006,2,4.0
172355,Nd1 O3 Rh1,240.29,4,293.3115,294.00,0.101325,8.11,2006,3,1.0
415871,Ga16 Rh3,1274.26,4,1418.7435,295.15,0.101325,7.40,2006,2,3.0
153465,Fe1.25 Mo3 N1 Rh0.75,305.20,4,447.4454,293.00,0.101325,9.74,2005,4,0.75
153466,Fe1 Mo3 N1 Rh1,306.85,4,458.7515,293.00,0.101325,9.93,2005,4,1.0
153463,Fe1.5 Mo3 N1 Rh0.5,303.23,4,436.1393,293.00,0.101325,9.55,2005,4,0.5
153464,Fe1.5 Mo3 N1 Rh0.5,303.23,4,436.1393,293.00,0.101325,9.55,2005,4,0.5
153462,Fe1.6 Mo3 N1 Rh0.4,302.54,4,431.6168,293.00,0.101325,9.48,2005,4,0.4
153461,Fe1.7 Mo3 N1 Rh0.3,301.94,4,427.0944,293.00,0.101325,9.40,2005,4,0.3
604003,Mo0.66 Rh0.66 Ru0.66,28.40,1,196.7358,293.00,0.101325,11.50,1985,3,0.66
153467,Fe0.5 Mo3 N1 Rh1.5,311.11,4,481.3638,293.00,0.101325,10.28,2005,4,1.5
410733,Ce1 Rh1 Sn2,753.51,8,478.5745,293.00,0.101325,8.44,1999,3,1.0
410732,La1 Rh1 Sn2,764.47,8,477.3645,293.00,0.101325,8.30,1999,3,1.0
380482,Li1.23 Rh1.77 Sn1,233.18,4,306.1268,293.00,0.101325,8.72,2010,3,1.77
380481,Li8 Rh7 Sn8,767.11,2,1712.5535,293.00,0.101325,7.41,2010,3,7.0
604010,C2 Rh1 U2,150.87,2,601.1565,293.00,0.101325,13.23,1985,3,1.0
172373,In5 Rh1 Tb1,157.37,1,834.0945,293.00,0.101325,8.80,2006,3,1.0
410775,Ca1 Rh1 Sn2,351.61,4,378.5345,293.00,0.101325,7.15,1999,3,1.0
657267,Nd1 Rh1 Sn1,191.02,3,364.0045,293.00,0.101325,9.49,1992,3,1.0
657265,Ce1 Rh1 Sn1,195.98,3,359.8845,293.00,0.101325,9.15,1992,3,1.0
23712,P3 Rh1,511.06,8,193.9845,293.00,0.101325,5.04,1968,2,1.0
150636,Fe1 Rh1,26.65,1,156.9245,288.00,0.101325,9.78,1961,2,1.0
37141,F7 Pb2 Rh1,582.96,4,648.4545,293.00,0.101325,7.39,1983,3,1.0
410838,Rh17 S15,972.65,2,2199.2265,293.00,0.101325,7.51,2000,2,17.0
608143,Al1 Hf1 Rh1,197.32,4,306.5445,293.00,0.101325,10.32,1974,3,1.0
7848,Al15 Pr1 Rh4,1295.31,4,949.9080,293.00,0.101325,4.87,2019,3,4.0
608144,Al16 Hf6 Rh7,1850.90,4,2210.1415,293.00,0.101325,7.93,1966,3,7.0
7847,Al15 Ce1 Rh4,1301.92,4,949.1180,293.00,0.101325,4.84,2019,3,4.0
97628,O24 Rh7.5 Sr10.5,1709.46,3,2062.0448,293.00,0.101325,6.01,2002,3,7.5
150667,Rh3 Th7,547.85,2,1927.4335,293.00,0.101325,11.68,1961,2,3.0
160303,H15 Cl1 N5 O8 Re2 Rh1,2729.23,8,722.0715,293.00,0.101325,3.51,2006,6,1.0
52757,Ca1.22 Ge10 Lu3.78 Rh4,698.85,2,1840.4822,293.00,0.101325,8.75,1989,4,4.0
16030,Be5.11 Rh0.79,165.59,3,125.9002,293.00,0.101325,3.79,1970,2,0.79
52760,Ca1 Ge2 Rh2,177.76,2,387.4090,293.00,0.101325,7.24,1989,3,2.0
103209,Dy1 In1 Rh1,187.55,3,378.3945,293.00,0.101325,10.05,1974,3,1.0
410985,In3 Rh2 Sr2,337.19,2,721.8490,293.00,0.101325,7.11,2000,3,2.0
52768,Ge2 Rh2 Y1,170.66,2,436.2340,293.00,0.101325,8.49,1989,3,2.0
640939,Ir1 Rh1,55.87,2,294.2745,293.00,0.101325,17.49,1959,2,1.0
255941,Cs2 N5 O15 Rh1,1064.85,3,676.9145,150.00,0.101325,3.17,2018,4,1.0
